"","ID","P.value","Significant","Expression.profile","VEG","MEI","FRG","DEV1","DEV2.3","DEV4"
"35323","PTET.51.1.G0860044","TRUE","YES","Late induction","23,87625352","49,06861536","39,14938279","29,3438385","54,81575069","478,8841748"
"35324","PTET.51.1.G0860046","3,23E-017","YES","Late induction","5,213522418","27,45091992","17,21769195","13,44984036","36,37647726","344,033421"
"35325","PTET.51.1.G0860050","6,12E-007","YES","Late induction","12,47931021","30,51809772","35,994891","55,23201694","80,82371791","26,82144293"
"35326","PTET.51.1.G0860052","3,73E-031","YES","Early peak","22,50046125","2730,348432","1789,559887","1537,647361","528,2377592","1062,451187"
"35327","PTET.51.1.G0860053","2,58E-006","YES","Late repression","484,2134223","233,1907102","195,9392794","249,9524109","201,2253826","159,1768248"
"35328","PTET.51.1.G0860055","1,86E-011","YES","Late induction","135,2517362","401,5063491","313,7863962","365,7505274","386,4853795","686,8002721"
"35329","PTET.51.1.G0860057","8,75E-006","YES","Late induction","16,34544848","24,5161999","30,09167198","40,70820088","48,18482086","95,98533639"
"35330","PTET.51.1.G0860058","0,005446176","YES","Late peak","13,73941286","21,51471248","17,73046966","53,70430157","40,83406215","17,85775718"
"35331","PTET.51.1.G0860062","1,59E-010","YES","Late repression","76,33445565","122,927416","112,3371068","89,39388904","16,38337367","24,66800229"
"35332","PTET.51.1.G0860065","2,41E-013","YES","Early repression","747,5643707","266,1583833","212,8130328","67,91366377","97,73740395","46,89325427"
"35333","PTET.51.1.G0860067","1,54E-006","YES","Early repression","12294,55324","5415,694651","3764,938718","4589,101268","9134,841038","13128,43798"
"35334","PTET.51.1.G0860069","5,79E-009","YES","Late repression","544,7940115","280,0433454","398,1548246","373,1450536","180,9528709","165,4847782"
"35335","PTET.51.1.G0860071","0,001755172","YES","Late induction","148,7796088","163,4026781","155,736268","213,2666116","324,6205362","222,9487012"
"35336","PTET.51.1.G0860074","0,001167503","YES","Intermediate peak","6,53490813","38,65192493","53,59997999","51,24775269","42,72347838","17,82883925"
"35337","PTET.51.1.G0860078","1,08E-009","YES","Early repression","751,7707028","275,1158898","185,8886464","174,5597521","262,9485536","174,108197"
"35338","PTET.51.1.G0860080","3,11E-023","YES","Late induction","10,12690806","22,08018754","22,4353365","28,15683112","181,3091344","30,47826268"
"35339","PTET.51.1.G0860085","1,10E-006","YES","Intermediate peak","107,386198","265,8907527","347,4836583","512,3711344","364,9463293","403,0892142"
